registration_number,numeric_id,product_name,manufacturer,material_category,product_category,declared_unit,gwp_a1a3,gwp_unit,gwp_a1a3_indicator,gwp_fossil_a1a3,gwp_biogenic_a1a3,gwp_total_a1a3,life_cycle_stages,lcia_indicator_count,status,is_valid,year_published,publication_date,version_date,valid_until,pcr,geographical_scope,country_of_origin,lca_practitioner,epd_pdf_url,document_count,epd_url,data_hub_dataset
EPD-IES-0024605:002,24605,Knauf India Plasterboard (Multiple Products),Knauf India Private Limited,Concrete & Cement,Construction products,"1 m2 of plasterboard (installed) with thickness 12.5 mm and 
mass per unit area of 13.0 kg/m2",3.92,kg CO2 eq.,Global Warming Potential (GWP-GHG),3.89,-0.61,3.29,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-06,2025-06-18,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,gautam@inatstudio.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9560b24f-7a1d-4d70-faef-08ddae757c85/Documents,1,https://www.environdec.com/library/epd24605,True
EPD-IES-0024226:003,24226,Game Changer 100% Recycled BCF Intermingled Yarn,AYM Syntex Limited,Other,Construction products,1 kg,1.12,kg CO2 eq.,GWP-GHG,1.12,0.0223,1.15,"A1-A3, C1, C2, C3, C4, D",,Registered,True,2025,2025-07-16,2025-06-15,2030-05-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,SChavan@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/a439c06b-dc9d-4cd6-13c2-08dda8a18414/Documents,1,https://www.environdec.com/library/epd24226,False
EPD-IES-0022636:002,22636,SGG PLANILUX ® 4mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,"1m2 of SGG Planilux 4mm with a light transmittance 90% and an expected average service life of 30 years.
",13.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),-0.122,0.00587,13.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-06-12,2025-06-10,2030-05-04,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7a18b27d-7add-4ba6-3fd0-08dd8b94cb36/Documents,1,https://www.environdec.com/library/epd22636,True
EPD-IES-0021267:002,21267,Average Cold rolled closed annealed coil,Tata Steel Limited ,Steel & Metal,Construction products,1000 kg,3250,kg CO2 eq.,GWP-GHG,3250,0,3250,"A1-A3, C1, C2, C3, C4, D",,Registered,True,2025,2025-06-16,2025-06-06,2030-05-25,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/25049572-e06d-4336-c98a-08dd6a16cbad/Documents,1,https://www.environdec.com/library/epd21267,False
EPD-IES-0021268:002,21268,Average Galvanized Steel,Tata Steel Limited ,Steel & Metal,Construction products,1000 kg,3490,kg CO2 eq.,GWP-GHG,3490,0,3490,"A1-A3, C1, C2, C3, C4, D",,Registered,True,2025,2025-06-16,2025-06-06,2030-05-25,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/95a817ec-fa03-4ae6-7e6d-08dd6b8cef62/Documents,1,https://www.environdec.com/library/epd21268,False
EPD-IES-0023983:001,23983,SGG PARSOL® 5 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of body tinted glass PARSOL® for 5 mm with a light transmittance ranging from 19-77% for an expected average service life of 30 years.,18.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),18.5,0.0288,18.5,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-06-12,2025-06-04,2030-06-03,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/2963ae58-d282-4527-607c-08dda346ea87/Documents,1,https://www.environdec.com/library/epd23983,True
EPD-IES-0023989:001,23989,SGG PARSOL® 8 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1m2 of body tinted glass PARSOL® for 8 mm with a light transmittance ranging from 8-69% for an expected average service life of 30 years.,29.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),29.5,0.12,29.7,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-06-12,2025-06-04,2030-06-03,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0bb80071-1a6d-48eb-7e8a-08dda35db13c/Documents,1,https://www.environdec.com/library/epd23989,True
EPD-IES-0024227:003,24227, Game Changer 100% Recycled BCF Cabled Heat Set Yarn,AYM Syntex Limited,Other,Construction products,1 kg,1.11,kg CO2 eq.,GWP-GHG,1.11,0.03,1.14,"A1-A3, C1, C2, C3, C4, D",,Registered,True,2025,2025-07-16,2025-05-29,2030-05-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,psingh@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/114eb8eb-1b78-42be-d82d-08dda8a1df06/Documents,1,https://www.environdec.com/library/epd24227,False
EPD-IES-0022638:002,22638,Mild Steel Pipe / Hollow section,Nalwa Special Steel Limited,Steel & Metal,Construction products,1000 kg,1580.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),1580.0,0.0,1580.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-08-12,2025-05-29,2030-05-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/799e93a2-533a-4d36-1a01-08dd8b999069/Documents,1,https://www.environdec.com/library/epd22638,True
EPD-IES-0022440:002,22440,"FR A2, FR B & Non-FR Aluminium Composite Panel ",Viva Composite Panels Private Limited,Aluminium,Construction products,1 m2,26.2,kg CO2 eq.,Global Warming Potential (GWP-GHG),26.2,0.0,26.1,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-05-09,2025-05-08,2030-05-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Kalpesh Thombare,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/4b568bf8-4206-4f6d-8d85-08dd8287f663/Documents,1,https://www.environdec.com/library/epd22440,True
EPD-IES-0022524:001,22524,Portland Pozzolana Cement (PPC),Ambuja Cements Limited,Concrete & Cement,Construction products,1 t,731,kg CO2 eq.,GWP-GHG,731,7.86,739,A1-A3,,Registered,True,2025,2025-05-19,2025-05-08,2030-05-07,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/1ef0f033-60f3-4d0a-e4ea-08dd84072c7a/Documents,1,https://www.environdec.com/library/epd22524,False
EPD-IES-0022481:004,22481,Penetron Admix,Penetron Products Pvt. Ltd. ,Chemical Products,Construction products,1 kg,1.03,kg CO2 eq.,GWP-GHG,1.03,1.17e-06,1.03,A1-A3,,Registered,True,2025,2025-05-09,2025-05-07,2030-05-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sagar Ahiwale,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b1c6b4ea-bcb8-4abe-0b54-08dd83b53e97/Documents,1,https://www.environdec.com/library/epd22481,False
EPD-IES-0022625:002,22625,Penetron,Penetron Products Pvt. Ltd. ,Chemical Products,Construction products,1 kg,0.726,kg CO2 eq.,GWP-GHG,0.726,8.67e-07,0.726,A1-A3,,Registered,True,2025,2025-05-09,2025-05-07,2030-05-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sagar Ahiwale,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/36f85481-95be-47d8-1b4f-08dd8966e029/Documents,1,https://www.environdec.com/library/epd22625,False
EPD-IES-0022523:001,22523,Portland Pozzolana Cement (PPC),ACC Limited,Concrete & Cement,Construction products,1 t,734,kg CO2 eq.,GWP-GHG,734,3.63,738,A1-A3,,Registered,True,2025,2025-05-09,2025-05-07,2030-05-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/0f501ac4-54b9-49c1-b5f9-08dd8404ab70/Documents,1,https://www.environdec.com/library/epd22523,False
EPD-IES-0020036:003,20036,200 KVA 20.5/ 0.41 kV Transformer,Shirdi Sai Electricals Ltd.,Machinery & Equipment,Machinery & equipment,,,,,,,,,,Registered,True,2025,2025-05-08,2025-05-06,2030-05-03,PCR 2019:12 Being updated - Liquid immersed power transformers (>25 MVA) (expired) (1.0.4),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3fab4662-0844-4499-7f98-08dd5239dd14/Documents,1,https://www.environdec.com/library/epd20036,False
EPD-IES-0020985:001,20985,Flexi Raised Access Floors,AET Building Products India Pvt. Limited,Other,Construction products,1 m2,52.9,kg CO2 eq.,Global Warming Potential (GWP-GHG),53.1,-4.88,48.2,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-05-08,2025-05-06,2030-05-05,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8ae24245-15f4-4ace-201a-08dd664b4815/Documents,1,https://www.environdec.com/library/epd20985,True
EPD-IES-0021819:002,21819,MTB Wire,Tata Steel Limited ,Steel & Metal,"Metal, mineral, plastic & glass products",1000 kg,3950,kg CO2 eq.,GWP-GHG,3950,0,3950,"Upstream, Core (cradle-to-gate)",,Registered,True,2025,2025-05-07,2025-05-05,2030-04-19,"2023:01 Fabricated metal products, except construction products (2.0.1) 2.0.1","Global, India",India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/a643b2a9-dad7-4e92-3235-08dd79852fd6/Documents,1,https://www.environdec.com/library/epd21819,False
EPD-IES-0020031:002,20031,30 KVA 20.5/ 0.41 kV Transformer,Shirdi Sai Electricals Ltd.,Machinery & Equipment,Machinery & equipment,,,,,,,,,,Registered,True,2025,2025-05-06,2025-05-04,2030-05-03,PCR 2019:12 Being updated - Liquid immersed power transformers (>25 MVA) (expired) (1.0.4),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3182c608-593c-4735-7f93-08dd5239dd14/Documents,1,https://www.environdec.com/library/epd20031,False
EPD-IES-0020032:002,20032,50 KVA 1/ 0.41 kV Transformer,Shirdi Sai Electricals Ltd.,Machinery & Equipment,Machinery & equipment,,,,,,,,,,Registered,True,2025,2025-05-06,2025-05-04,2030-05-03,PCR 2019:12 Being updated - Liquid immersed power transformers (>25 MVA) (expired) (1.0.4),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/63f616ba-f5e3-4926-7f94-08dd5239dd14/Documents,1,https://www.environdec.com/library/epd20032,False
EPD-IES-0020033:002,20033,50 KVA 20.5/ 0.41 kV Transformer,Shirdi Sai Electricals Ltd.,Machinery & Equipment,Machinery & equipment,,,,,,,,,,Registered,True,2025,2025-05-06,2025-05-04,2030-05-03,PCR 2019:12 Being updated - Liquid immersed power transformers (>25 MVA) (expired) (1.0.4),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/adfe34a6-7b75-4363-7f95-08dd5239dd14/Documents,1,https://www.environdec.com/library/epd20033,False
EPD-IES-0020034:002,20034,100 KVA 20.5/ 0.41 kV Transformer,Shirdi Sai Electricals Ltd.,Machinery & Equipment,Machinery & equipment,,,,,,,,,,Registered,True,2025,2025-05-06,2025-05-04,2030-05-03,PCR 2019:12 Being updated - Liquid immersed power transformers (>25 MVA) (expired) (1.0.4),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/6dea72aa-1874-4434-7f96-08dd5239dd14/Documents,1,https://www.environdec.com/library/epd20034,False
EPD-IES-0020035:002,20035,200 KVA 1/ 0.41 kV Transformer,Shirdi Sai Electricals Ltd.,Machinery & Equipment,Machinery & equipment,,,,,,,,,,Registered,True,2025,2025-05-06,2025-05-04,2030-05-03,PCR 2019:12 Being updated - Liquid immersed power transformers (>25 MVA) (expired) (1.0.4),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/20795f0d-512c-4de3-7f97-08dd5239dd14/Documents,1,https://www.environdec.com/library/epd20035,False
EPD-IES-0021476:001,21476,ERW Steel Pipes/ERW Galvanized Steel Pipes,Shri Bajrang Power and Ispat Limited,Steel & Metal,Construction products,1 Tonne (1000 kg) ERW steel pipe/ ERW Galvanized Steel pipe,1570.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),1570.0,0.0,1570.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-05-09,2025-04-30,2030-04-29,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Devaki Halan,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/989a4e2f-840e-42f1-3697-08dd71e028c1/Documents,1,https://www.environdec.com/library/epd21476,True
EPD-IES-0007405:001,7405,Ground Granulated Blast Furnace Slag (GGBS),JSW Cement Limited,Concrete & Cement,Construction products,1000 kg,69.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),68.9,0.00966,69.0,A1-A3,20,Registered,True,2025,2025-05-06,2025-04-30,2030-04-29,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Aishwarya Rai,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/04e81554-28ef-4e6b-e99d-08dab10a8a87/Documents,1,https://www.environdec.com/library/epd7405,True
EPD-IES-0007759:001,7759,Ground Granulated Blast Furnace Slag (GGBS) /Microfine GGBS,JSW Cement Limited,Concrete & Cement,Construction products,1000 kg,108.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),108.0,0.0185,108.0,A1-A3,20,Registered,True,2025,2025-05-06,2025-04-30,2030-04-29,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Aishwarya Rai,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c398aeed-edad-4d9c-817a-08dad14736bf/Documents,1,https://www.environdec.com/library/epd7759,True
EPD-IES-0021266:001,21266,Average Steel Slab ,Tata Steel Limited ,Steel & Metal,Construction products,1000 kg,2450.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),2450.0,0.0,2450.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-04-27,2025-04-20,2030-04-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/64d5f088-2efd-43ef-9d89-08dd6aa5bfbe/Documents,1,https://www.environdec.com/library/epd21266,True
EPD-IES-0017633:003,17633,Rockinsul RB Slab 60 kg/m3,Saint-Gobain India Private Limited,Other,Construction products,Providing a thermal insulation on 1 m² of product with a thermal resistance of 1.38 K.m2.W-1 and a thickness of 50 mm during 50 years,4.3,kg CO2 eq.,Global Warming Potential (GWP-GHG),4.291830546,0.00199136447,4.295060353,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-04-15,2025-04-14,2030-01-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Asia,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/bb4fa539-ce35-40f8-4ab0-08dcfe35e557/Documents,1,https://www.environdec.com/library/epd17633,True
EPD-IES-0021337:001,21337,Average High Pressure Laminate (HPL) -Compact panels,Century Panels Limited,Other,Construction products,1 kg,2.11,kg CO2 eq.,Global Warming Potential (GWP-GHG),2.12,-0.668,1.49,"A1-A3, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-04-14,2025-04-10,2030-04-09,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c4078ad7-9c72-45a7-9851-08dd6cede928/Documents,1,https://www.environdec.com/library/epd21337,True
EPD-IES-0018119:001,18119,Deep Groove Ball Bearing: 6010,National Engineering Industries Limited,Machinery & Equipment,Machinery & equipment,"One bearing unit which consists of one inner ring, one outer ring, balls and cage, corresponding to 0.27 Kg.",2.68,kg CO2 eq.,GWP-fossil,2.68,-0.0166,2.66,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-05-09,2025-04-10,2030-04-09,"PCR 2023:03 Bearings, bearings units and parts thereof (1.0.0)",Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b96a3940-fcfe-4071-91b9-08dd2fbdfd17/Documents,1,https://www.environdec.com/library/epd18119,False
EPD-IES-0018154:001,18154,Double Row Angular Contact Bearing: AU0754-2LXL,National Engineering Industries Limited,Machinery & Equipment,Machinery & equipment,"One bearing unit which consists of one inner ring, one outer ring, balls, a cage, grease and seals corresponding to 0.62 Kg.",2.73,kg CO2 eq.,GWP-fossil,2.73,-0.0927,2.64,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-05-09,2025-04-10,2030-04-09,"PCR 2023:03 Bearings, bearings units and parts thereof (1.0.0)",Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/3c7cd7dc-7a7b-45f1-91ba-08dd2fbdfd17/Documents,1,https://www.environdec.com/library/epd18154,False
EPD-IES-0018184:001,18184,Cylindrical Roller Bearing:  TS2NU2236,National Engineering Industries Limited,Machinery & Equipment,Machinery & equipment,"One bearing unit which consists of one inner ring, one outer ring, rollers and a retainer, corresponding to 30.10 Kg.",485,kg CO2 eq.,GWP-fossil,485,-18.5,467,"Upstream, Core, Downstream (cradle-to-grave, per PCR 2023:03 modular structure)",,Registered,True,2025,2025-05-09,2025-04-10,2030-04-09,"PCR 2023:03 Bearings, bearings units and parts thereof (1.0.0)",Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/341076ff-7ceb-40ee-91bb-08dd2fbdfd17/Documents,1,https://www.environdec.com/library/epd18184,False
EPD-IES-0017974:001,17974,TAPERED ROLLER BEARING: 33022,National Engineering Industries Limited,Machinery & Equipment,Machinery & equipment,"One bearing unit which consists of one inner ring, one outer ring, rollers and retainer, corresponding to 3.85 Kg",15.35,kg CO2 eq.,GWP-fossil,15.35,-0.13759,15.26,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-05-09,2025-04-10,2030-04-09,"PCR 2023:03 Bearings, bearings units and parts thereof (1.0.0)",Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d38bcc9f-f109-4552-3fcd-08dd2fcae995/Documents,1,https://www.environdec.com/library/epd17974,False
EPD-IES-0018138:001,18138,Unitized Taper Roller Bearing: N1764XAT2XLLX,National Engineering Industries Limited,Machinery & Equipment,Machinery & equipment,,,,,,,,,,Registered,True,2025,2025-05-09,2025-04-10,2030-04-09,"PCR 2023:03 Bearings, bearings units and parts thereof (1.0.0)",Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/e433de11-dd2a-46be-3fcf-08dd2fcae995/Documents,1,https://www.environdec.com/library/epd18138,False
EPD-IES-0018239:001,18239,Cartridge Tapered Roller Bearing: 6X11 Class ‘E’,National Engineering Industries Limited,Machinery & Equipment,Machinery & equipment,"One bearing unit which consists of one inner ring, one outer ring, rollers, ring, seal, spacer and cage corresponding to 22.73 Kg",157.3,kg CO2 eq.,GWP-fossil,157.3,-3.392,154.3,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-05-09,2025-04-10,2030-04-09,"PCR 2023:03 Bearings, bearings units and parts thereof (1.0.0)",Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/afbcfcdb-2aee-4ac9-3fd1-08dd2fcae995/Documents,1,https://www.environdec.com/library/epd18239,False
EPD-IES-0018019:001,18019,Cylindrical Roller Bearing: NUP310N,National Engineering Industries Limited,Machinery & Equipment,Machinery & equipment,"One bearing unit which consists of one inner ring, one outer ring, rollers, a retainer and a loose ring corresponding to 1.18 Kg",9.14,kg CO2 eq.,GWP-fossil,9.14,-0.0507,9.1,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-05-09,2025-04-08,2030-04-07,"PCR 2023:03 Bearings, bearings units and parts thereof (1.0.0)",Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/db3fc960-9e70-487d-3fce-08dd2fcae995/Documents,1,https://www.environdec.com/library/epd18019,False
EPD-IES-0005241:002,5241,Grinding Media (Steel Balls),JSW Steel Limited,Steel & Metal,"Metal, mineral, plastic & glass products",1000 kg,3649.484,kg CO2 eq.,Global Warming Potential (GWP-GHG),3648.67808243077,0.0,3649.80333802272,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-04-08,2025-04-07,2030-03-11,"2023:01 Fabricated metal products, except construction products (2.0.1) 2.0.1",Global,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/46633050-8ef7-4679-fdfb-08dd191b0113/Documents,1,https://www.environdec.com/library/epd5241,True
EPD-IES-0004977:002,4977,Hot Dip Galvanized Pole and High Mast,Skipper Limited,Other,Construction products,1000 kg,3240.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3240.0,-51.1,3190.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-04-07,2025-04-03,2030-03-16,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/a39dc4f9-333e-49f1-445a-08dd18d672f9/Documents,1,https://www.environdec.com/library/epd4977,True
EPD-IES-0004995:002,4995,Hot Dip Galvanized Steel Tower,Skipper Limited,Steel & Metal,Construction products,1000 kg,3370.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3370.0,-11.9,3360.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-04-07,2025-04-03,2030-03-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/f91a3a8b-d413-4ec3-445b-08dd18d672f9/Documents,1,https://www.environdec.com/library/epd4995,True
EPD-IES-0016396:001,16396,Keraflex Easy S1 Zero grey,Mapei Construction Products India Ltd,Other,Construction products,1 kg,0.501,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.499,-0.00547,0.493,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-04-03,2025-03-24,2030-03-23,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Mapei Sustainability,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/a6c9d818-8c96-4e36-439a-08dccb2fd6db/Documents,1,https://www.environdec.com/library/epd16396,True
EPD-IES-0016397:002,16397,Keraflex Easy S1 Zero White,Mapei Construction Products India Ltd,Other,Construction products,1 kg,0.501,kg CO2 eq.,Global Warming Potential (GWP-GHG),0.499,-0.00547,0.493,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-07-18,2025-03-24,2030-03-23,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Mapei Sustainability,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/89365289-caae-4094-439b-08dccb2fd6db/Documents,1,https://www.environdec.com/library/epd16397,True
EPD-IES-0012055:005,12055,Indowud’s NFC Board ,Indowud NFC Private Limited,Other,Construction products,1 m3,1100.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),1100.0,-274.0,830.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-04-16,2025-03-22,2030-03-21,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Anindita  Baishya,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/e5373415-ba67-45ca-c3a3-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd12055,True
EPD-IES-0020175:001,20175,"GDPA FASTENERS: Screws, Nuts & Accessories",GDPA Fasteners,Other,Construction products,1 kg,1.82,kg CO2 eq.,Global Warming Potential (GWP-GHG),1.81,-0.101,1.71,"A1-A3, A4, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-25,2025-03-17,2030-03-16,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,"India, Europe",India,mili@monkspaces.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/4eae55dd-27c9-483f-3cad-08dd5718bf31/Documents,1,https://www.environdec.com/library/epd20175,True
EPD-IES-0017973:001,17973,TAPERED ROLLER BEARING :32309XA,National Engineering Industries Limited,Machinery & Equipment,Machinery & equipment,"One bearing unit which consists of one inner ring, one outer ring, rollers and a retainer, corresponding to 1.36 Kg.",8.75,kg CO2 eq.,GWP-fossil,8.75,-0.0795,8.67,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-05-09,2025-03-16,2030-03-15,"PCR 2023:03 Bearings, bearings units and parts thereof (1.0.0)",Global,India,vvishwakarma@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/673fc2ea-6139-473c-91b8-08dd2fbdfd17/Documents,1,https://www.environdec.com/library/epd17973,False
EPD-IES-0020327:001,20327,Sleek Partition ,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 kg,26.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),26.5,-0.113,26.4,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-03-25,2025-03-07,2030-03-06,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/251b0bdd-a8f9-4712-9902-08dd5f98dfe5/Documents,1,https://www.environdec.com/library/epd20327,True
